ID,Timestamp,Avg_rating,Total_answers,Total_ratings,Answer,Num_options,Question,OptionA,OptionB,OptionC,OptionD,OptionE,Explanation,Tags
7397962,13/10/2025 13:50,3.33,3,3,C,5,"<p>#include &lt;stdio.h&gt;<br />#include &lt;string.h&gt;<br />#define length 5 + 1 + 5</p><p>&nbsp;</p><p>int main(){<br />&nbsp; &nbsp; &nbsp;int count = 0;<br />&nbsp; &nbsp; &nbsp;char string[100] = ""Hello World"";</p><p><br />&nbsp; &nbsp; &nbsp;for (int i = 0; i &lt; length*2; i++){<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; if (string[i % (length)] == 'l') count++;<br />&nbsp; &nbsp; &nbsp;}</p><p><br />&nbsp; &nbsp; &nbsp;printf(""%d"", count);<br />&nbsp; &nbsp; &nbsp;printf("" %d"", strlen(string) == length);</p><p>&nbsp;</p><p>}</p>",<p>3 1</p>,<p>6 1</p>,<p>5 1</p>,<p>3 0</p>,<p>None of the options.</p>,"<p>The for loop will loop a total of 5 + 1 + 5 *2 =16 times. Note that using #define puts the text (5 + 1 + 5) into each instance, not the value 11.</p><p>The -- (string[i % (length)] == 'l') -- if statement will return true and increase the counter when you are at the index of the letter 'l' (L). Using the modulus, the statement ensures it works when the index is &gt; string length.&nbsp;</p><p>&nbsp;</p><p>length = 11, and strlen == 11. Thus this output will == true.&nbsp;</p>","Modulus, For loops, Preprocessor Instruction, Order of operations, Strings"
7397967,13/10/2025 13:52,3.67,20,18,B,5,"<p>What would be the output of the following code?&nbsp;</p><p>&nbsp;</p><p>int main() {<br />&nbsp; &nbsp;int i = 1;</p><p>&nbsp;</p><p>&nbsp; &nbsp;while (i &lt;= 10) {<br />&nbsp; &nbsp; &nbsp; if (i == 6) {</p><p><br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;break;<br />&nbsp; &nbsp; &nbsp; }</p><p><br />&nbsp; &nbsp; &nbsp; printf(""%d "", i);<br />&nbsp; &nbsp; &nbsp; i++;<br />&nbsp; &nbsp;}</p><p>&nbsp;</p><p>return 0;<br />}</p>",<p>1 2 3 4 5 6</p>,<p>1 2 3 4 5</p>,<p>0 1 2 3 4 5</p>,<p>6</p>,<p>0 1 2 3 4 5 6</p>,<p>the loop run from when i = 1 to i &lt;= 10</p><p>when i = 6 the loop breaks before printing 6</p><p>so it only prints the numbers from 1 to 5</p>,Loops
7397971,13/10/2025 13:54,3.6,5,5,C,5,"<p><span style=""font-family: 'courier new', courier, monospace;"">int x = 17;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">int y = 13.4;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">int z = 3.9;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">x = z % y;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">y = x - z;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">printf(""Results: %d %d %d"", x, y, z);</span></p>",<p>4 0 4</p>,<p>0 3 0</p>,<p>3 0 3</p>,<p>4 1 4</p>,<p>3 1 3</p>,,"printf function, Order of operations, output formatting"
7397977,13/10/2025 13:57,3.5,4,4,A,5,"<p>#include &lt;stdio.h&gt;</p><p>int sum_prefix(const int *a, int n, int k) {<br />int s = 0;<br />for (int i = 0; i &lt; n &amp;&amp; i &lt; k; ++i) {<br />s += a[i];<br />}<br />return s;<br />}</p><p>int main(void) {<br />int x[] = {5, -2, 3, 4, 1};<br />printf(""%d\n"", sum_prefix(x + 1, 5, 3));<br />return 0;<br />}</p>",<p>5</p>,<p>6</p>,<p>1</p>,<p>-2</p>,<p>0</p>,"<p>x is {5, -2, 3, 4, 1}.</p><p>The call sum_prefix(x + 1, 5, 3) passes a pointer starting at &amp;x[1].<br />Inside sum_prefix, the loop adds a[0], a[1], and a[2] because i &lt; n &amp;&amp; i &lt; k stops after three terms.</p><p>Those terms are -2, 3, and 4, so the sum is -2 + 3 + 4 = 5.</p>","Arrays, pointers, For loops, Indexing"
7397982,13/10/2025 13:59,2.33,7,6,A,4,"<p>int main() {<br />int nums[5] = {3, 8, 1, 9, 4};<br />int result = nums[0];</p><p>for (int i = 1; i &lt; 5; i++)<br />if (nums[i] &gt; result) result = nums[i];</p><p>printf(""%d\n"", result);<br />return 0;<br />}</p>",<p>&nbsp;9</p>,<p>4</p>,<p>8</p>,<p>3</p>,,,"Arrays, For loops"
7397986,13/10/2025 14:02,4.4,6,5,C,3,"<p>What will be the output of the following code:&nbsp;</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>int main(void) {</p><p>&nbsp;</p><p>int x, y, z;<br />int *a, *b, *c;</p><p>&nbsp;</p><p>x = 1;<br />y = 2;<br />z = 3;</p><p>a = &amp;x;<br />*a = 5;<br />c = a;<br />*c = y;<br />b = c;<br />*b = 10 + z;</p><p>&nbsp;</p><p>&nbsp;</p><p>printf(""x = %d, y = %d, z = %d"" , x, y, z) ;</p><p>&nbsp;</p><p>return 0;<br />}</p>","<p>x = 2, y = 13, z = 3</p>","<p>x = 3, y = 2, z = 13</p>","<p>x = 13, y = 2, z = 3</p>",,,"<p>The correct answer is C:&nbsp;</p><p>1. a points to x (so takes the memory address of x)</p><p>2. a points to 5 so now x = 5</p><p>3. c points to a&nbsp;(so takes the memory address of x)</p><p>4. c points to y, so x = y, so x = 2&nbsp;</p><p>5. b points to c (so takes the memory address of x)</p><p>6. b points to 10 + z, so x = 10 + z, so x = 10 + 3, so x = 13&nbsp;</p><p>7. the values for y and z are unchanged</p><p>&nbsp;</p><p>Answer A and B occur if you get the variables around the wrong way</p><p>&nbsp;</p><p>&nbsp;</p>",-
7397987,13/10/2025 14:02,4,4,3,C,5,"<p>Consider the following code:</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main(void) {</p><p>&nbsp; &nbsp;char string[6];</p><p>&nbsp;</p><p>&nbsp; &nbsp;printf(""Enter Text: "");<br />&nbsp; &nbsp;fgets(string, 6, stdin);<br />&nbsp; &nbsp;printf(""%s\n"", string);</p><p>&nbsp;</p><p>&nbsp; &nbsp;return 0;<br />}</p><p>&nbsp;</p><p>If the user enters the following to the terminal:</p><p>Hello World!</p><p>&nbsp;</p><p>What will the code output?</p>",<p>Hello World!</p>,<p>Hello World!\n</p>,<p>Hello</p>,<p>Hello\n</p>,<p>Hello W</p>,"<p>The array <em>string</em> can only hold 5 characters and 1 null terminator. When the user types Hello World!, fgets is only able to store the first 5 characters, Hello, in&nbsp;<em>string</em>, with the null terminator being automatically added. As a result, only Hello is printed.</p>",Strings
7397988,13/10/2025 14:03,3,4,4,E,5,"<p>What does the following C function return when called with the array {3, 7, 2, 9, 5} and size 5?</p><p>&nbsp;</p><p>int mystery(int arr[], int n) {<br />&nbsp; &nbsp;int result = arr[0];<br />&nbsp; &nbsp;for (int i = 1; i &lt; n; i++) {<br />&nbsp; &nbsp; &nbsp; &nbsp;if (arr[i] &gt; result) {<br />&nbsp; &nbsp; &nbsp; &nbsp;result = arr[i];<br />&nbsp; &nbsp; &nbsp;}<br />&nbsp; &nbsp;}<br />return result;<br />}</p>",<p>2</p>,<p>3</p>,<p>5</p>,<p>7</p>,<p>9</p>,"<p>The function finds the maximum value in the array by:</p><p>Starting with the first element as the initial maximum</p><p>Comparing each subsequent element with the current maximum</p><p>Updating the maximum whenever a larger value is found</p><p>In the array {3, 7, 2, 9, 5}, the largest value is 9.</p>","Arrays, For loops, Indexing, Loops"
7397989,13/10/2025 14:03,3.67,3,3,A,5,"<p>What is the output?:</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int f(int a) {<br />&nbsp; &nbsp; &nbsp; if (a == 0){<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;return 0;</p><p>&nbsp; &nbsp; &nbsp; }<br />&nbsp; &nbsp; &nbsp; return a + f(a - 1);<br />}</p><p>&nbsp;</p><p>int main() {<br />&nbsp; &nbsp; &nbsp; printf(""%d"", f(3));<br />&nbsp; &nbsp; &nbsp; return 0;<br />}</p>",<p>6</p>,<p>3</p>,<p>Error</p>,<p>0</p>,<p>9</p>,"<p>function f gets called every time until value of a is not 0, therefore it means that the function f will repeat 4 times (a=3, a=2, a=1 and a=0): 3+2+1=6.</p>","printf function, Order of operations, output formatting, Loops"
7397990,13/10/2025 14:04,3.89,11,9,D,5,"<p><strong><span style=""font-family: arial, helvetica, sans-serif;"">What will the output be when the following code is executed?</span></strong></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main(void)</span><br /><span style=""font-family: 'courier new', courier, monospace;"">{</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int values[8] = {2, 3, 8, 3, 5, 1, 4, 5};</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int Length = 8;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int V = values[0];</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; for (int i = 0; i &lt; Length; i++) {</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; if (values[i] &gt;= V) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; V = values[i];</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; } else {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; values[i] = values[i+1];</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; V = values[i];</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; }</span></p><p><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; }</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; for (int i = 0; i &lt; Length; i++) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; printf(""%d "", values[i]);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; }</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>",<p>2 3 8 5 5 4 5 5</p>,<p>2 3 8 3 3 4 4 5</p>,<p>2 8 8 5 5 4 4 5</p>,<p>2 3 8 5 5 4 4 5</p>,<p>2 3 8 5 5 3 4 5</p>,"<p>If the current value is greater than or equal to V, it keeps the value and updates V.<br />If it&rsquo;s smaller, it replaces that element with the next one in the array and updates V accordingly.<br />After the loop, it prints the modified array.</p>","Arrays, For loops"
7397991,13/10/2025 14:04,3.75,9,8,A,5,"<p>What is the output of the following function:</p><p>&nbsp;</p><p>void encrypt(int c, int b, int d) {<br />&nbsp; char word[] = ""apple"";<br />&nbsp; int f = 0;<br />&nbsp; for (int i = 0; i &lt; 5; i++) {<br />&nbsp; &nbsp; if (i % d == 0) {<br />&nbsp; &nbsp; &nbsp; f = c;<br />&nbsp; &nbsp; }<br />&nbsp; &nbsp; else {<br />&nbsp; &nbsp; &nbsp; f = b;<br />&nbsp; &nbsp; }<br />&nbsp; &nbsp; word[i] = word[i] + f;<br />&nbsp; &nbsp; printf(""%c"", word[i]);<br />&nbsp; }<br />}</p><p>&nbsp;</p><p>int main(void)<br />{</p><p>&nbsp; int c = 1;<br />&nbsp; int b = 2;<br />&nbsp; int d = 3;<br />&nbsp; encrypt(c, b, d);</p><p>}</p>",<p>brrmg</p>,<p>apple</p>,<p>cqqnf</p>,<p>brqng</p>,<p>crrng</p>,<p>the increment changes when i % 3 is 0. since the index starts at 0 the fourth letter in the string is incremented by 1 instead of 2 and so is the first letter at i = 0.</p>,"Arrays, Modulus, Indexing, Strings, Loops"
7397994,13/10/2025 12:33,2.17,6,6,D,5,"<p>How many errors are present in the following code?</p><p>&nbsp;</p><p>&nbsp;#include &lt;stdio.h&gt;</p><p>void main(int)</p><p>{</p><p>&nbsp; &nbsp;x = 103 % 4:</p><p>&nbsp; &nbsp;print(""%d"" x);</p><p>}</p>",<p>2</p>,<p>3</p>,<p>4</p>,<p>5</p>,<p>6</p>,<p>int and void are the wrong way around</p><p>x is not a declared variable</p><p>the end of one of the lines of code uses a colon not a semi colon</p><p>printf is misspelled</p><p>no comma before saying x is used in printf</p>,"printf function, trick question"
7398003,13/10/2025 13:40,2.67,4,3,C,5,"<p>What output does the following code produce?</p><p>&nbsp;</p><p>#define A 1</p><p>#define B 5*2</p><p>#define C 4</p><p>&nbsp;</p><p>int main() {</p><p>&nbsp; &nbsp; int x;</p><p>&nbsp; &nbsp; int y;</p><p>&nbsp;</p><p>&nbsp; &nbsp; x = A + B;</p><p>&nbsp; &nbsp;y = C * B;</p><p>&nbsp;</p><p>&nbsp; &nbsp;printf("" x = %d y = %d"", x, y);</p><p>&nbsp; &nbsp;return 0;</p><p>}</p><p>&nbsp;</p><p>&nbsp;</p>",<p>x = 7 y = 40</p>,<p>x = 11 y = 20</p>,<p>Error Message</p>,<p>x = 11 y = 40</p>,<p>x = 7 y = 20</p>,<p>as there is no #include &lt;stdio.h&gt; printf will cause an error to occur</p>,"printf function, Order of operations, trick question, output formatting"
7398006,13/10/2025 14:16,3.43,7,7,C,5,"<p>What's the output of the following code?</p><p>int main( ) {</p><p>&nbsp; &nbsp; &nbsp;int arr[ ] = {1, 3, 4, 8, 9};</p><p>&nbsp; &nbsp; &nbsp;int i = 0;</p><p>&nbsp; &nbsp; &nbsp;while (i &lt; 3) {</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;printf(""%d "", arr[i]);</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;i++;</p><p>&nbsp; &nbsp; &nbsp;}</p><p>&nbsp; &nbsp; &nbsp;return 0;</p><p>}</p>",<p>1 3 4 8</p>,<p>1 3</p>,<p>1 3 4</p>,<p>1 3 4 8 9</p>,<p>1 3 8</p>,"<p>The while loop runs while i&lt;3, which means it executed for i=0, i=1 and i=2.In this array, arr[0] = 1, arr[1] = 3, arr[2] = 4, arr[3] = 8, arr[4] = 9.So the output is 1 3 4.</p>","Arrays, printf function, Indexing, Loops"
7398008,13/10/2025 14:17,3.78,10,9,D,4,"<p><span style=""font-family: arial, helvetica, sans-serif;"">What is the output of this function?</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">int main(void) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; char ch = 'A';</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; while (ch &lt;= 'G') {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; if (ch == 'F') {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; break;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; }</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; printf(""%c "", ch);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp;ch++;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; }</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; return 0;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p>&nbsp;</p><p>&nbsp;</p>",<p>A B C D E F</p>,<p>B C D E F</p>,<p>B C D E</p>,<p>A B C D E</p>,,"<p>the function starts at the letter A and then keeps printing the next letter until ""ch"" equals F.&nbsp;the ""if"" statement makes the program stop the loop so it only prints the letters before F.</p>",Loops
7398009,13/10/2025 14:18,3.25,6,4,D,5,"<p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int change(int *a, int *b){<br />&nbsp; &nbsp; int i = 0;<br />&nbsp; &nbsp; while (i &lt;= 3){<br />&nbsp; &nbsp; &nbsp; &nbsp; *a = *a + i;<br />&nbsp; &nbsp; &nbsp; &nbsp; i++;<br />&nbsp; &nbsp; }<br />&nbsp; &nbsp; *b = *b + 50 ;<br />}</p><p>&nbsp;</p><p>int main(void){<br />&nbsp; &nbsp; int a = 67;<br />&nbsp; &nbsp; int b = 42/2;<br />&nbsp; &nbsp; change (&amp;b, &amp;a);<br />&nbsp; &nbsp; printf(""a = %d, b = %d\n"", a, b);<br />&nbsp; &nbsp; return 0;<br />}</p>","<p>a = 73, b = 71</p>","<p>a = 117, b = 23</p>","<p>a = 67, b = 21</p>","<p>a = 117, b = 27</p>","<p>a = 71, b = 73</p>","<p>When the values are passed into the change function the order of a and b is switched therefore the a being changed in change is 21 while b is 67. Then 50 is added to 67 making 117 which is then passed back out to the pointer a making a = 117. Then the while loop iterates 4 times added i each time so 0, 1, 2 and 3 are all added to 21 summing to 27 therefore b = 27.</p>","pointers, Indexing, Loops, Pass by Reference"
7398011,13/10/2025 14:19,4,4,3,C,5,"<p>What is the output of this function?:<br /><br /><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main(void) {</span></p><p><br /><span style=""font-family: 'courier new', courier, monospace;"">int arr[5] = { 1, 2, 3, 4, 5 };</span><br /><span style=""font-family: 'courier new', courier, monospace;"">int* p = arr;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">printf(""%d\n"", *p++);</span></p><p><br /><span style=""font-family: 'courier new', courier, monospace;"">printf(""%d\n"", *p);</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">return 0;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>",<p>1<br />1</p>,<p>2<br />2</p>,<p>1<br />2</p>,<p>2<br />3</p>,<p>2</p><p>1</p>,"<p>This question tests your understanding of the postfix increment operator and operator precedence with pointers.<br />The hard part: Understanding what *p++ actually does. Does it increment the value being pointed to, or does it increment the pointer itself?</p><p><br />p points to arr[0] (value 1),<br />*p++ dereferences p (gets 1), prints it, then increments p to point to arr[1]<br />*p now dereferences arr[1] (value 2) and prints it</p><p>&nbsp;</p><p>B would be correct if the first print line is&nbsp;printf(""%d\n"", *++p);</p><p>&nbsp;</p>","Arrays, pointers, Order of operations"
7398014,13/10/2025 14:20,4,3,2,A,5,<p>How do you define an array of integers called 'numbers' with 10 elements?</p>,<p>int numbers[10];</p>,<p>array int numbers[10];</p>,<p>int[ ] numbers[10];</p>,<p>int numbers(10);</p>,<p>none of the above&nbsp;</p>,<p>The correct syntax in C to declare an array is: type array_name[size];</p>,Arrays
7398017,13/10/2025 14:22,4.5,2,2,B,5,"<p>#include &lt;stdio.h&gt;</p><p>#include &lt;string.h&gt;</p><p>&nbsp;</p><p>&nbsp;</p><p>int main(void){</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp;int array[10];</p><p>&nbsp; &nbsp; &nbsp; &nbsp;int length = 10;</p><p>&nbsp; &nbsp;&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp;for(int i=0; i&lt;length; i++){</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; array[i] = i;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; printf(""%d "", array[i]);</p><p>&nbsp; &nbsp; &nbsp; &nbsp; }</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;&nbsp;</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; for (int j=1; j&lt;length; j++){</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;array[j-1] = array[j];</p><p>&nbsp; &nbsp; &nbsp; &nbsp;}</p><p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp;for (int k=0; k&lt;length; k++){</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;printf(""%d "", array[k]);</p><p>&nbsp; &nbsp; &nbsp; &nbsp;}</p><p>&nbsp;</p><p>}</p><p>&nbsp;</p><p>What would be printed if this code was run?</p><p>&nbsp;</p>",<p>0 1 2 3 4 5 6 7 8 9</p><p>&nbsp;</p><p>1 2 3 4 5 6 7 8 9</p>,<p>0 1 2 3 4 5 6 7 8 9</p><p>&nbsp;</p><p>1 2 3 4 5 6 7 8 9 9</p>,<p>1 2 3 4 5 6 7 8 9 10</p><p>&nbsp;</p><p>1 2 3 4 5 6 7 8 9</p>,<p>1 2 3 4 5 6 7 8 9 10</p><p>&nbsp;</p><p>1 2 3 4 5 6 7 8 9 9</p>,<p>0</p><p>1</p><p>2</p><p>3</p><p>4</p><p>5</p><p>6</p><p>7</p><p>8</p><p>9</p><p>&nbsp;</p><p>1&nbsp;</p><p>2</p><p>3</p><p>4</p><p>5</p><p>6</p><p>7</p><p>8</p><p>9</p><p>9</p><p>&nbsp;</p><p>&nbsp;</p>,"<p>The elements in the array are being assigned from i = 0, and there are 10 elements able to be stored in the array hence the elements stored will be 0 - 9.&nbsp;</p><p>&nbsp;</p><p>When the array is re-written, the last element is not written over as the loop will stop, and there are no elements higher. Because of this the value stored in the last index will remain there, and will still be displayed.</p>","Arrays, For loops, printf function, Indexing"
